BOOST_Air_Muscle_Turn_Off_Status,,NC,Enable,,PASS,
BOOST_Air_Muscle_Calculated_Parameter_Airwatt_B,AW,NC,Enable,,,
BOOST_Air_Muscle_Calculate_Airwatt_Delta,AW,GE,Enable,28,,
PT_BOOST_Power_Tune_Mode_Status,,Equal,Enable,,PASS,
Finalise_Calibration,,Equal,Enable,,PASS,
ECO_Get_AW_Calibration_value,,NC,Enable,,,
BOOST_Get_AW_Calibration_value,,NC,Enable,,,
Restriction_Plate_Diameter,mm,Equal,Enable,,13,
MAX_Stabilisation_Time,,NC,Enable,,,
Get_Average_Delta_Tmag_LSIdelta_FISFdelta_LSItmag_FISFtmag_IIRtmag,degC,NC,Enable,,,
Get_Average_Delta_Tmag_FISF,degC,NC,Enable,,,
MAX_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
MAX_DDM_Parameter_Current,A,GELE,Enable,33.9,,38.25
MAX_DDM_Parameter_Power,W,Equal,Enable,,900,
MAX_DDM_Parameter_Measured_Power,W,GELE,Enable,882,,918
MAX_DDM_Parameter_Speed,Krpm,NC,Enable,137.5,,144.3
MAX_DDM_Parameter_Pressure,kPa,NC,Enable,69,,75
MAX_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
MAX_Tester_Parameter_Current,A,GELE,Enable,33.9,,38.25
MAX_Tester_Parameter_Power,W,GELE,Enable,882,,918
MAX_Tester_Parameter_Ambient_Pressure,kPa,GELE,Enable,91.3,,106
MAX_Tester_Parameter_Ambient_Temperature,degC,GELE,Enable,20,,28
MAX_Tester_Parameter_Ambient_Humidity,%,GELE,Enable,30,,80
MAX_Calculated_Parameter_DDM_Pressure_Corrected,kPa,NC,Enable,,,
MAX_Calculated_Parameter_DDM_Real_Power,W,GELE,Enable,882,,918
MAX_Calculated_Parameter_Delta_V,V,GELE,Enable,-0.2,,0.2
MAX_Calculated_Parameter_Flowrate,l/min,NC,Enable,,,
MAX_Calculated_Parameter_Airwatt,AW,NC,Enable,318,,
MAX_FISF_Check_Average_Delta_Tmag,,NC,Enable,-5,,5
MAX_FISF_BEMF_Finetune_Result,,NC,Enable,,,
Calculate_Delta_Airwatts_MAX_tune_Delta_P1,W,NC,Enable,,27,
MAX_tune_Calculated_Parameter_Airwatt,AW,NC,Enable,318,,
Calculate_Delta_Airwatts_MAX_finetune_Delta_P2,W,NC,Enable,,27,
MAX_finetune_DDM_Parameter_Voltage,V,NC,Enable,,,
MAX_finetune_DDM_Parameter_Current,A,NC,Enable,,,
MAX_finetune_DDM_Parameter_Power,W,NC,Enable,,,
MAX_finetune_DDM_Parameter_Measured_Power,W,NC,Enable,,,
MAX_finetune_DDM_Parameter_Speed,Krpm,NC,Enable,,,
MAX_finetune_DDM_Parameter_Pressure,kPa,NC,Enable,,,
MAX_finetune_Tester_Parameter_Voltage,V,NC,Enable,,,
MAX_finetune_Tester_Parameter_Current,A,NC,Enable,,,
MAX_finetune_Tester_Parameter_Power,W,NC,Enable,,,
MAX_finetune_Tester_Parameter_Ambient_Pressure,kPa,NC,Enable,,,
MAX_finetune_Tester_Parameter_Ambient_Temperature,degC,NC,Enable,,,
MAX_finetune_Tester_Parameter_Ambient_Humidity,%,NC,Enable,,,
MAX_finetune_Calculated_Parameter_DDM_Pressure_Corrected,kPa,NC,Enable,,,
MAX_finetune_Calculated_Parameter_DDM_Real_Power,W,NC,Enable,,,
MAX_finetune_Calculated_Parameter_Delta_V,V,NC,Enable,,,
MAX_finetune_Calculated_Parameter_Flowrate,l/min,NC,Enable,,,
MAX_finetune_Calculated_Parameter_Airwatt,AW,GE,Enable,318,,
Check_Derate_Result,,Equal,Enable,,0,
Delta_Tmag_FISF,degC,GELE,Enable,-7.5,,7.5
Get_Hot_BEMF_Result,,NC,Enable,,,
Calculate_delta_Pressure,,GELE,Enable,-0.5,,0.5
Finalise_Calibration,,Equal,Enable,,PASS,
Calculate_Check_Delta_BEMF,,LE,Enable,,,900
Delta_P_Airwatts_Value,,NC,Enable,,,
DDM_Ambient_Temp,mdegC,NC,Enable,,,
Restriction_Plate_Diameter,mm,Equal,Enable,,30,
LL_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
LL_DDM_Parameter_Current,A,GELE,Enable,6,,7.6
LL_DDM_Parameter_Power,W,Equal,Enable,,170,
LL_DDM_Parameter_Measured_Power,W,GELE,Enable,157.5,,182.5
LL_DDM_Parameter_Speed,Krpm,NC,Enable,70.4,,74.2
LL_DDM_Parameter_Pressure,kPa,NC,Enable,92.4,,95.16
LL_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
LL_Tester_Parameter_Current,A,GELE,Enable,6,,7.6
LL_Tester_Parameter_Power,W,GELE,Enable,157.5,,182.5
LL_DDM_Real_Power,W,GELE,Enable,157.5,,182.5
LL_Calibrate_Task_Detect_LL,,GELE,Enable,15099494,,18454938
HL_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
HL_DDM_Parameter_Current,A,GELE,Enable,16.7,,19.4
HL_DDM_Parameter_Power,W,Equal,Enable,,450,
HL_DDM_Parameter_Measured_Power,W,GELE,Enable,435,,465
HL_DDM_Parameter_Speed,Krpm,NC,Enable,98.6,,100.9
HL_DDM_Parameter_Pressure,kPa,NC,Enable,91.48,,92.06
HL_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
HL_Tester_Parameter_Current,A,GELE,Enable,16.6,,19.5
HL_Tester_Parameter_Power,W,GELE,Enable,435,,465
HL_DDM_Real_Power,W,GELE,Enable,435,,465
HL_Calibrate_Task_Detect_HL,,GELE,Enable,15099494,,18454938
Restriction_Plate_Diameter,mm,Equal,Enable,,16,
LH_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
LH_DDM_Parameter_Current,A,GELE,Enable,6,,7.6
LH_DDM_Parameter_Power,W,Equal,Enable,,170,
LH_DDM_Parameter_Measured_Power,W,GELE,Enable,157.5,,182.5
LH_DDM_Parameter_Speed,Krpm,NC,Enable,72.2,,76.5
LH_DDM_Parameter_Pressure,kPa,NC,Enable,90.6,,93.4
LH_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
LH_Tester_Parameter_Current,A,GELE,Enable,6,,7.6
LH_Tester_Parameter_Power,W,GELE,Enable,157.5,,182.5
LH_DDM_Real_Power,W,GELE,Enable,157.5,,182.5
LH_Calibrate_Task_Detect_LH,,GELE,Enable,15099494,,18454938
HH_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
HH_DDM_Parameter_Current,A,GELE,Enable,16.7,,19.4
HH_DDM_Parameter_Power,W,Equal,Enable,,450,
HH_DDM_Parameter_Measured_Power,W,GELE,Enable,435,,465
HH_DDM_Parameter_Speed,Krpm,NC,Enable,102.8,,105.9
HH_DDM_Parameter_Pressure,kPa,NC,Enable,85.2,,86.9
HH_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
HH_Tester_Parameter_Current,A,GELE,Enable,16.7,,19.4
HH_Tester_Parameter_Power,W,GELE,Enable,435,,465
HH_DDM_Real_Power,W,GELE,Enable,435,,465
HH_Calibrate_Task_Detect_HH,,GELE,Enable,15099494,,18454938
Inlet_Blockage_Calibration_DDM_Parameter_Voltage,V,GELE,Enable,24,,26
Inlet_Blockage_Calibration_DDM_Parameter_Current,A,GELE,Enable,24.8,,28.1
Inlet_Blockage_Calibration_DDM_Parameter_Power,W,Equal,Enable,,660,
Inlet_Blockage_Calibration_DDM_Parameter_Measured_Power,W,GELE,Enable,645,,675
Inlet_Blockage_Calibration_DDM_Parameter_Speed,Krpm,NC,Enable,118.3,,122.1
Inlet_Blockage_Calibration_DDM_Parameter_Pressure,kPa,NC,Enable,81.03,,82.4
Inlet_Blockage_Calibration_Tester_Parameter_Voltage,V,GELE,Enable,24,,26
Inlet_Blockage_Calibration_Tester_Parameter_Current,A,GELE,Enable,24.8,,28.1
Inlet_Blockage_Calibration_Tester_Parameter_Power,W,GELE,Enable,645,,675
Inlet_Blockage_Calibration_DDM_Real_Power,W,GELE,Enable,645,,675
Calibration_Inlet_Blockage,rpm,GELE,Enable,118300,,122100
Finalise_Calibration,,Equal,Enable,,PASS,
Get_Task_Detect_LL,,NC,Enable,,,
Get_Task_Detect_HL,,NC,Enable,,,
Get_Task_Detect_LH,,NC,Enable,,,
Get_Task_Detect_HH,,NC,Enable,,,
Calibration_Inlet_Blockage,,NC,Enable,,,
Calibration_eol_cold_bemf_temp,,NC,Enable,,,
GOOD_UNIT_Clear_EEPROM_Error_Log,,Equal,Enable,,PASS,
GOOD_UNIT_Write_Product_Timestamp_Mode,,Equal,Enable,,PROD,
GOOD_UNIT_Write_Product_Timestamp_Timestamp,,NC,Enable,,,
GOOD_UNIT_Write_Product_Timestamp_Rig_ID,,NC,Enable,,,
GOOD_UNIT_Write_Product_Timestamp_Passmark_ID,,NC,Enable,,,
GOOD_UNIT_Write_Product_Timestamp_Passmark_Rev,,NC,Enable,,,
GOOD_UNIT_Set_Device_Mode_to_PROD,,Equal,Enable,,PROD,
GOOD_UNIT_Backup_PCBA_Calibration_EEPROM_Response,,NC,Enable,,,
GOOD_UNIT_Check_Security_Bit,,Equal,Enable,,lock,
GOOD_UNIT_Set_Calibration_Lock,,Equal,Enable,,PASS,
GOOD_UNIT_Get_Calibration_Lock,,Equal,Enable,,lock,
GOOD_UNIT_Disconnect_UUT,,Equal,Enable,,PASS,
NG_UNIT_Read_NVM_Error,,NC,Enable,,,
NG_UNIT_Set_Device_Mode_to_FCT,,Equal,Enable,,FCT,
NG_UNIT_Backup_PCBA_Calibration_EEPROM_Response_CAL,,NC,Enable,,,
NG_UNIT_Backup_PCBA_Calibration_EEPROM_Response_ERROR,,NC,Enable,,,
NG_UNIT_Backup_PCBA_Calibration_EEPROM_Response_USAGE,,NC,Enable,,,
NG_UNIT_Disconnect_UUT,,NC,Enable,,,
